StrengthPoints,Wins_x,Wins last 40 days,ast,blk,dr,fga,fga3,fgm,fgm3,fta,ftm,losses,or,pf,points_against,points_for,stl,to,Season,TeamID,SeasonTeam,Seed,index,Wins_y,TWins,PlayIn,SeedNum,Round,TourneyPoints
0,24,11,402,109,681,1494,541,656,195,627,429,5,324,549,1712,1936,229,406,2005,1457,20051457,14,0,0,0,FALSE,14,1,1
47,22,8,392,59,737,1592,563,696,217,608,406,8,315,460,1789,2015,164,344,2005,1458,20051458,6,20051458,3,3,FALSE,6,4,8
6,22,7,397,59,498,1276,607,614,241,414,309,6,190,431,1528,1778,224,306,2006,1102,20061102,13,0,0,0,FALSE,13,1,1
62,17,6,354,146,710,1568,471,711,160,633,447,12,363,401,1947,2029,184,392,2006,1104,20061104,10,20061104,1,1,FALSE,10,2,2
0,21,9,391,80,712,1608,574,719,219,674,478,10,341,592,1993,2135,198,439,2006,1107,20061107,16,0,0,0,FALSE,16,1,1
35,19,6,458,117,648,1913,418,846,132,624,437,12,422,511,2110,2261,306,418,2006,1112,20061112,8,20061112,1,1,FALSE,8,2,2
49,22,8,482,190,708,1790,521,822,177,696,483,9,378,525,2017,2304,262,415,2006,1116,20061116,8,0,0,0,FALSE,8,1,1
0,20,10,509,107,717,1760,673,880,257,630,438,10,355,596,2278,2455,232,489,2006,1125,20061125,15,0,0,0,FALSE,15,1,1
35,25,10,570,137,709,1725,515,844,192,752,505,7,417,528,2140,2385,190,426,2006,1130,20061130,4,20061130,2,2,FALSE,4,3,4
30,20,8,496,145,753,1762,508,783,167,575,413,10,378,562,1929,2146,276,456,2006,1133,20061133,13,20061133,2,2,FALSE,13,3,4
12,25,10,423,49,649,1416,452,667,175,599,414,4,270,509,1614,1923,253,420,2006,1137,20061137,9,20061137,1,1,FALSE,9,2,2
42,20,8,393,82,684,1551,436,697,164,706,518,10,292,500,1942,2076,155,371,2006,1143,20061143,7,0,0,0,FALSE,7,1,1
136,27,8,478,280,860,1863,444,872,159,765,537,3,489,462,1963,2440,199,426,2006,1163,20061163,1,20061163,3,3,FALSE,1,4,8
0,17,7,477,42,709,1606,644,722,233,474,364,10,331,495,1895,2041,121,359,2006,1172,20061172,15,0,0,0,FALSE,15,1,1
108,30,11,507,179,771,1853,652,916,258,832,633,3,315,577,2276,2723,315,442,2006,1181,20061181,1,20061181,2,2,FALSE,1,3,4
66,27,8,562,163,813,1795,619,912,244,746,548,6,350,532,2138,2616,265,491,2006,1196,20061196,3,20061196,6,6,FALSE,3,7,64
3,26,10,485,131,682,1680,471,793,167,714,458,2,387,501,1867,2211,264,396,2006,1203,20061203,8,20061203,1,1,FALSE,8,2,2
19,23,8,455,106,744,1596,506,772,178,539,360,7,303,462,1765,2082,219,396,2006,1206,20061206,11,20061206,4,4,FALSE,11,5,16
50,21,6,466,106,657,1524,574,719,207,504,355,9,321,448,1786,2000,181,352,2006,1207,20061207,7,20061207,2,2,FALSE,7,3,4
11,27,10,421,84,750,1717,467,819,171,759,594,3,378,564,2174,2403,218,400,2006,1211,20061211,3,20061211,2,2,FALSE,3,3,4
0,16,8,383,95,789,1777,546,743,173,664,412,15,427,647,1978,2071,237,503,2006,1214,20061214,16a,0,0,-1,TRUE,16,1,1
92,25,5,468,78,730,1740,628,794,228,557,353,6,386,539,1801,2169,193,383,2006,1228,20061228,4,20061228,1,1,FALSE,4,2,2
56,18,6,434,69,694,1590,637,731,252,501,350,11,290,528,1911,2064,183,424,2006,1231,20061231,6,20061231,1,1,FALSE,6,2,2
0,23,8,475,125,711,1774,470,858,193,723,502,7,400,557,2158,2411,229,453,2006,1233,20061233,13,0,0,0,FALSE,13,1,1
111,25,9,492,162,886,1770,552,763,185,680,480,8,363,499,1939,2191,221,487,2006,1234,20061234,3,0,0,0,FALSE,3,1,1
50,24,11,556,179,811,1794,506,846,191,634,422,7,408,559,1893,2305,300,485,2006,1242,20061242,4,0,0,0,FALSE,4,1,1
0,24,11,430,74,716,1766,627,784,222,716,516,8,354,643,2084,2306,247,424,2006,1245,20061245,12,0,0,0,FALSE,12,1,1
46,21,7,468,102,766,1897,709,855,252,553,363,12,418,558,2165,2325,197,442,2006,1246,20061246,8,20061246,1,1,FALSE,8,2,2
61,22,9,472,188,790,1748,385,831,130,645,451,8,417,470,1957,2243,254,467,2006,1261,20061261,4,20061261,4,4,FALSE,4,5,16
46,19,5,443,89,684,1693,621,762,247,520,381,10,347,565,2020,2152,218,429,2006,1266,20061266,7,0,0,0,FALSE,7,1,1
75,30,11,519,223,866,2068,713,926,251,828,567,3,522,667,2174,2670,323,522,2006,1272,20061272,1,20061272,3,3,FALSE,1,4,8
93,21,6,531,95,793,1751,505,836,187,657,507,11,354,579,2192,2366,201,451,2006,1277,20061277,6,0,0,0,FALSE,6,1,1
6,18,8,469,110,762,1683,601,746,203,571,380,14,283,542,2048,2075,245,483,2006,1284,20061284,16b,20061284,1,0,TRUE,16,1,1
1,21,7,478,79,650,1535,525,751,201,571,407,6,299,508,1926,2110,197,382,2006,1285,20061285,12,20061285,1,1,FALSE,12,2,2
0,23,10,464,140,693,1666,603,752,215,527,343,6,376,535,1781,2062,229,361,2006,1293,20061293,14,0,0,0,FALSE,14,1,1
29,21,5,480,146,726,1606,739,750,280,649,491,9,271,531,2030,2271,221,410,2006,1301,20061301,10,20061301,1,1,FALSE,10,2,2
27,26,12,476,147,796,1771,467,801,168,651,469,5,392,504,1959,2239,167,402,2006,1305,20061305,5,0,0,0,FALSE,5,1,1
50,22,10,521,114,753,1697,525,818,200,704,495,7,407,504,1998,2331,229,482,2006,1314,20061314,3,20061314,1,1,FALSE,3,2,2
61,21,4,408,103,741,1513,578,687,201,539,388,9,255,427,1759,1963,157,373,2006,1320,20061320,10,0,0,0,FALSE,10,1,1
0,22,12,483,95,655,1663,526,772,191,687,462,7,379,606,2018,2197,256,458,2006,1322,20061322,14,20061322,1,1,FALSE,14,2,2
58,25,10,471,81,718,1679,680,788,252,574,413,5,303,462,1905,2241,210,364,2006,1326,20061326,2,20061326,1,1,FALSE,2,2,2
36,20,7,405,96,615,1525,471,684,169,537,384,8,410,474,1765,1921,199,393,2006,1328,20061328,6,0,0,0,FALSE,6,1,1
1,20,9,491,128,741,1774,527,804,203,693,493,11,418,546,2102,2304,206,447,2006,1331,20061331,16,0,0,0,FALSE,16,1,1
5,22,10,454,61,734,1587,486,770,187,551,411,7,286,446,1844,2138,172,364,2006,1334,20061334,13,0,0,0,FALSE,13,1,1
0,19,10,389,73,587,1485,559,667,178,519,351,8,284,485,1622,1863,271,367,2006,1335,20061335,15,0,0,0,FALSE,15,1,1
68,24,7,512,119,809,1735,551,784,194,703,484,7,406,529,1946,2246,197,426,2006,1338,20061338,5,20061338,1,1,FALSE,5,2,2
40,22,6,381,99,650,1606,523,660,176,564,388,9,367,609,1728,1884,266,444,2006,1356,20061356,11,0,0,0,FALSE,11,1,1
5,22,10,395,91,655,1653,515,756,203,697,503,8,394,500,2004,2218,232,445,2006,1361,20061361,11,0,0,0,FALSE,11,1,1
47,18,6,363,75,705,1629,500,671,168,618,457,11,364,545,1927,1967,196,390,2006,1371,20061371,10,0,0,0,FALSE,10,1,1
0,23,10,411,38,660,1647,679,748,248,575,405,6,324,543,1911,2149,246,384,2006,1375,20061375,14,0,0,0,FALSE,14,1,1
0,19,10,383,118,797,1735,436,765,139,571,370,12,406,554,2000,2039,235,545,2006,1380,20061380,16,0,0,0,FALSE,16,1,1
56,23,8,529,219,838,2032,747,893,256,677,435,11,465,609,2346,2477,307,520,2006,1393,20061393,5,0,0,0,FALSE,5,1,1
58,21,7,482,85,611,1732,633,808,249,588,412,7,323,504,2063,2277,286,363,2006,1397,20061397,2,20061397,1,1,FALSE,2,2,2
92,27,10,492,169,864,1904,645,890,245,675,487,6,464,505,1983,2512,269,452,2006,1400,20061400,2,20061400,3,3,FALSE,2,4,8
19,21,8,486,86,618,1518,530,683,190,668,451,8,301,626,1753,2007,251,389,2006,1401,20061401,12,20061401,1,1,FALSE,12,2,2
16,23,9,443,103,586,1687,597,760,206,644,418,6,309,528,1897,2144,322,373,2006,1412,20061412,9,0,0,0,FALSE,9,1,1
60,27,10,464,91,729,1675,580,805,207,634,446,6,359,533,1951,2263,186,480,2006,1417,20061417,2,20061417,5,5,FALSE,2,6,32
6,25,9,486,54,777,1813,617,775,205,583,410,7,381,660,1887,2165,246,399,2006,1423,20061423,9,0,0,0,FALSE,9,1,1
17,22,8,505,87,715,1593,549,781,221,497,361,8,283,472,1930,2144,159,390,2006,1429,20061429,12,0,0,0,FALSE,12,1,1
88,25,9,366,146,660,1705,683,726,264,627,471,4,391,533,1850,2187,220,327,2006,1437,20061437,1,20061437,3,3,FALSE,1,4,8
67,24,8,496,105,691,1903,540,903,197,627,469,6,445,568,2083,2472,238,451,2006,1449,20061449,5,20061449,2,2,FALSE,5,3,4
84,19,5,510,78,572,1662,850,740,291,373,278,10,227,377,1886,2049,229,242,2006,1452,20061452,6,20061452,2,2,FALSE,6,3,4
5,20,5,350,82,669,1644,545,718,184,635,439,8,401,544,1841,2059,190,386,2006,1454,20061454,11,20061454,1,1,FALSE,11,2,2
17,23,7,464,57,776,1670,564,737,209,599,435,8,367,479,1908,2118,164,400,2006,1455,20061455,7,20061455,2,2,FALSE,7,3,4
10,21,9,440,89,647,1563,607,696,223,601,420,7,362,480,1708,2035,259,390,2006,1457,20061457,15,0,0,0,FALSE,15,1,1
75,19,4,402,101,709,1738,553,751,189,662,439,11,388,516,1941,2130,161,349,2006,1458,20061458,9,0,0,0,FALSE,9,1,1
1,21,8,488,151,762,1634,560,757,208,680,493,10,328,547,1951,2215,195,402,2006,1462,20061462,14,0,0,0,FALSE,14,1,1
0,23,9,420,78,735,1704,581,776,219,572,413,9,352,615,2063,2184,189,428,2007,1107,20071107,13,0,0,0,FALSE,13,1,1
71,20,6,486,97,755,1719,490,825,168,719,536,10,371,402,2175,2354,180,412,2007,1112,20071112,8,0,0,0,FALSE,8,1,1
38,21,7,516,218,826,1853,593,860,209,710,498,13,382,591,2234,2427,235,521,2007,1116,20071116,12,0,0,0,FALSE,12,1,1
0,22,9,487,100,801,1706,750,799,275,548,379,9,337,576,1994,2252,189,493,2007,1125,20071125,15,0,0,0,FALSE,15,1,1
46,20,6,458,179,707,1650,521,791,182,760,550,11,367,477,2166,2314,179,438,2007,1130,20071130,7,20071130,1,1,FALSE,7,2,2
51,25,6,381,58,649,1549,758,676,279,640,486,6,279,599,1765,2117,155,286,2007,1139,20071139,5,20071139,2,2,FALSE,5,3,4
15,24,10,505,112,812,1848,580,905,236,653,429,8,382,621,2228,2475,187,433,2007,1140,20071140,8,0,0,0,FALSE,8,1,1
0,22,10,416,112,758,1769,662,771,252,678,493,11,395,532,2169,2287,200,469,2007,1148,20071148,16,0,0,0,FALSE,16,1,1
21,22,8,429,82,720,1591,588,710,202,698,527,10,329,534,1934,2149,200,411,2007,1166,20071166,10,0,0,0,FALSE,10,1,1
1,27,10,480,82,829,1913,766,859,286,631,476,4,404,556,2130,2480,240,454,2007,1172,20071172,13,0,0,0,FALSE,13,1,1
67,22,4,422,151,762,1696,509,795,195,666,461,10,361,558,1968,2246,236,492,2007,1181,20071181,6,0,0,0,FALSE,6,1,1
0,19,10,433,75,599,1515,684,707,245,443,301,11,247,417,1905,1960,230,409,2007,1184,20071184,16,0,0,0,FALSE,16,1,1
68,29,10,536,164,887,1843,598,971,244,751,511,5,377,533,2093,2697,241,476,2007,1196,20071196,1,20071196,6,6,FALSE,1,7,64
0,18,8,416,53,735,1636,497,733,180,747,492,13,391,558,2181,2138,206,544,2007,1197,20071197,16a,0,0,-1,TRUE,16,1,1
12,23,8,456,137,679,1751,451,811,168,586,413,8,375,585,1990,2203,289,424,2007,1203,20071203,11,0,0,0,FALSE,11,1,1
100,26,11,459,161,721,1548,549,784,201,588,422,6,344,528,1820,2191,167,440,2007,1207,20071207,2,20071207,4,4,FALSE,2,5,16
61,20,7,480,110,701,1848,529,910,198,635,434,11,424,642,2155,2452,310,492,2007,1210,20071210,10,0,0,0,FALSE,10,1,1
35,23,8,478,118,894,1876,564,914,223,746,560,10,347,637,2313,2611,206,463,2007,1211,20071211,10,0,0,0,FALSE,10,1,1
0,25,9,453,123,686,1653,533,724,190,656,482,8,375,598,1893,2120,315,501,2007,1221,20071221,13,0,0,0,FALSE,13,1,1
35,23,7,476,98,766,1785,674,771,235,665,416,11,428,581,1943,2193,202,470,2007,1228,20071228,12,0,0,0,FALSE,12,1,1
49,20,5,401,134,649,1645,620,743,238,566,403,10,350,624,1865,2127,199,371,2007,1231,20071231,7,20071231,1,1,FALSE,7,2,2
0,20,8,446,103,748,1972,586,826,186,718,506,13,441,683,2386,2344,270,509,2007,1238,20071238,16,0,0,0,FALSE,16,1,1
64,30,11,570,227,929,2016,532,988,203,732,488,4,444,634,2075,2667,303,476,2007,1242,20071242,1,20071242,3,3,FALSE,1,4,8
42,21,5,508,154,821,1766,605,846,216,636,445,11,345,507,2156,2353,191,470,2007,1246,20071246,8,20071246,1,1,FALSE,8,2,2
0,23,11,430,81,715,1862,688,849,256,655,462,7,384,516,2217,2416,223,412,2007,1253,20071253,12,0,0,0,FALSE,12,1,1
23,22,8,463,129,727,1786,693,773,230,641,434,9,421,632,1950,2210,231,399,2007,1257,20071257,6,20071257,1,1,FALSE,6,2,2
65,23,5,454,108,720,1839,612,809,205,737,495,9,456,653,2080,2318,277,465,2007,1266,20071266,8,0,0,0,FALSE,8,1,1
65,24,8,555,221,830,1915,481,917,184,753,526,8,404,583,2163,2544,241,505,2007,1268,20071268,4,20071268,1,1,FALSE,4,2,2
17,30,13,497,195,829,2009,720,927,253,851,519,3,488,652,2057,2626,324,448,2007,1272,20071272,2,20071272,3,3,FALSE,2,4,8
1,18,9,411,131,717,1521,488,699,162,488,346,14,257,545,1837,1906,186,427,2007,1275,20071275,14,0,0,0,FALSE,14,1,1
54,22,5,528,159,781,1618,456,762,170,639,454,11,379,605,1871,2148,169,496,2007,1277,20071277,9,20071277,1,1,FALSE,9,2,2
11,27,9,513,128,823,1779,561,868,232,583,440,4,360,518,2085,2408,169,404,2007,1305,20071305,7,20071305,1,1,FALSE,7,2,2
10,24,8,438,90,788,1767,473,846,187,931,606,8,429,666,2307,2485,228,545,2007,1308,20071308,13,0,0,0,FALSE,13,1,1
4,22,11,448,52,773,1997,753,844,264,762,558,11,484,573,2433,2510,207,441,2007,1310,20071310,16b,20071310,1,0,TRUE,16,1,1
117,28,9,634,156,928,2122,537,1070,196,844,597,6,456,588,2316,2933,285,474,2007,1314,20071314,1,20071314,3,3,FALSE,1,4,8
0,20,9,373,132,756,1783,535,813,203,702,458,10,413,612,2164,2287,185,464,2007,1317,20071317,15,0,0,0,FALSE,15,1,1
41,24,6,542,108,796,1826,713,841,283,750,563,7,393,560,2102,2528,261,401,2007,1323,20071323,6,0,0,0,FALSE,6,1,1
98,30,12,514,196,809,1838,677,867,246,647,450,3,369,448,1985,2430,225,388,2007,1326,20071326,1,20071326,5,5,FALSE,1,6,32
21,24,9,479,109,786,1773,658,770,231,656,473,8,388,599,1989,2244,244,395,2007,1330,20071330,12,0,0,0,FALSE,12,1,1
16,22,8,432,142,781,1645,516,773,192,785,557,10,342,572,2095,2295,200,489,2007,1331,20071331,14,0,0,0,FALSE,14,1,1
94,26,7,471,68,754,1925,813,867,313,631,474,7,403,529,2176,2521,235,416,2007,1332,20071332,3,20071332,3,3,FALSE,3,4,8
0,21,11,500,87,651,1597,480,779,176,617,414,8,310,528,1958,2148,248,405,2007,1335,20071335,14,0,0,0,FALSE,14,1,1
44,27,7,593,118,801,1868,550,880,206,680,453,7,415,560,2123,2419,181,398,2007,1338,20071338,3,20071338,2,2,FALSE,3,3,4
38,21,7,440,87,696,1712,580,791,209,653,446,11,358,631,2017,2237,246,455,2007,1345,20071345,9,20071345,1,1,FALSE,9,2,2
38,26,10,371,105,643,1496,539,679,199,676,468,6,300,652,1835,2025,204,447,2007,1356,20071356,4,20071356,2,2,FALSE,4,3,4
75,18,4,450,183,778,1687,487,757,171,598,413,12,378,548,2003,2098,142,438,2007,1390,20071390,11,0,0,0,FALSE,11,1,1
0,24,11,538,83,725,1582,429,829,173,756,544,6,336,571,2114,2375,222,491,2007,1394,20071394,15,0,0,0,FALSE,15,1,1
69,22,8,495,103,703,2000,812,886,286,751,491,10,435,634,2382,2549,314,467,2007,1397,20071397,5,20071397,2,2,FALSE,5,3,4
33,24,9,458,190,864,2049,748,914,297,808,588,9,462,570,2374,2713,251,405,2007,1400,20071400,4,20071400,1,1,FALSE,4,2,2
35,25,8,558,105,792,1672,479,837,202,677,490,6,316,605,1835,2366,210,388,2007,1401,20071401,3,20071401,2,2,FALSE,3,3,4
49,21,6,441,62,705,1793,488,812,201,728,537,12,310,576,2265,2362,227,390,2007,1403,20071403,10,0,0,0,FALSE,10,1,1
134,25,8,438,99,655,1669,555,802,204,541,351,5,332,480,1817,2159,221,366,2007,1417,20071417,2,20071417,4,4,FALSE,2,5,16
37,27,9,490,185,746,1956,696,878,253,656,467,6,398,593,2208,2476,269,377,2007,1424,20071424,7,20071424,2,2,FALSE,7,3,4
83,23,7,436,134,839,1818,476,868,192,707,500,11,317,606,2211,2428,187,500,2007,1425,20071425,5,20071425,2,2,FALSE,5,3,4
9,27,8,448,102,702,1839,570,846,228,756,548,6,398,595,2137,2468,246,376,2007,1433,20071433,11,20071433,1,1,FALSE,11,2,2
53,19,5,500,78,693,1743,736,792,275,567,413,11,304,510,2144,2272,221,374,2007,1435,20071435,6,20071435,2,2,FALSE,6,3,4
53,21,8,392,102,714,1709,669,720,236,716,561,10,410,601,2005,2237,246,423,2007,1437,20071437,9,0,0,0,FALSE,9,1,1
72,19,7,377,89,740,1699,644,740,236,719,530,10,391,583,2081,2246,135,398,2007,1438,20071438,4,20071438,1,1,FALSE,4,2,2
91,20,5,411,143,697,1737,402,818,148,674,449,11,343,569,2019,2233,260,340,2007,1439,20071439,5,20071439,1,1,FALSE,5,2,2
55,25,8,444,143,721,1660,495,772,184,564,401,7,251,520,1892,2129,213,330,2007,1450,20071450,3,20071450,1,1,FALSE,3,2,2
0,17,6,381,70,643,1382,410,671,160,727,487,11,271,547,1968,1989,185,443,2007,1451,20071451,15,0,0,0,FALSE,15,1,1
5,24,11,462,101,706,1575,630,750,226,551,349,4,332,483,1760,2075,209,373,2007,1457,20071457,11,20071457,1,1,FALSE,11,2,2
79,29,8,467,111,807,1780,556,824,198,791,537,5,386,508,1946,2383,193,389,2007,1458,20071458,2,20071458,1,1,FALSE,2,2,2
27,23,8,390,49,709,1681,499,743,175,552,406,9,321,559,1972,2067,187,392,2007,1460,20071460,14,0,0,0,FALSE,14,1,1
28,24,9,483,113,733,1667,649,799,253,802,594,8,349,563,2073,2445,184,412,2007,1462,20071462,9,20071462,1,1,FALSE,9,2,2
1,21,9,381,84,722,1529,613,677,251,643,478,11,303,561,1977,2083,147,436,2008,1110,20081110,15,0,0,0,FALSE,15,1,1
57,18,4,491,115,726,1663,533,791,211,669,497,14,267,528,2137,2290,180,391,2008,1112,20081112,10,0,0,0,FALSE,10,1,1
60,22,6,480,175,790,1894,572,882,194,702,472,11,423,626,2212,2430,231,510,2008,1116,20081116,9,20081116,1,1,FALSE,9,2,2
4,24,9,491,74,728,1858,692,838,267,830,593,10,344,597,2403,2536,331,433,2008,1122,20081122,15,0,0,0,FALSE,15,1,1
31,20,5,358,132,768,1848,672,837,253,668,495,10,352,627,2234,2422,221,378,2008,1124,20081124,11,0,0,0,FALSE,11,1,1
0,24,10,547,59,773,1948,923,870,335,663,463,8,402,594,2377,2538,270,477,2008,1125,20081125,15,0,0,0,FALSE,15,1,1
13,24,9,559,76,836,1838,657,923,260,740,493,8,318,568,2435,2599,195,502,2008,1129,20081129,14,0,0,0,FALSE,14,1,1
0,29,9,416,81,663,1615,785,727,295,594,438,3,286,542,1848,2187,201,328,2008,1139,20081139,7,20081139,1,1,FALSE,7,2,2
23,27,10,574,133,969,1915,742,882,278,723,476,7,357,603,2146,2518,201,485,2008,1140,20081140,8,0,0,0,FALSE,8,1,1
45,23,8,506,179,723,2060,674,944,256,626,390,9,501,615,2224,2534,314,472,2008,1155,20081155,5,0,0,0,FALSE,5,1,1
69,24,8,474,281,908,1822,459,843,165,885,636,8,433,487,2196,2487,184,435,2008,1163,20081163,4,0,0,0,FALSE,4,1,1
0,14,11,320,70,687,1776,430,700,139,658,472,20,377,639,2248,2011,239,497,2008,1164,20081164,16a,0,0,-1,TRUE,16,1,1
4,21,10,387,75,642,1439,505,705,206,493,376,5,232,479,1794,1992,154,362,2008,1165,20081165,14,0,0,0,FALSE,14,1,1
1,23,10,478,45,740,1936,693,922,267,632,446,8,372,585,2260,2557,274,416,2008,1168,20081168,14,0,0,0,FALSE,14,1,1
4,25,11,520,102,771,1883,754,888,272,479,349,6,348,563,1957,2397,247,378,2008,1172,20081172,10,20081172,3,3,FALSE,10,4,8
10,26,7,433,72,657,1645,748,731,274,565,432,4,355,437,1831,2168,215,343,2008,1179,20081179,5,0,0,0,FALSE,5,1,1
78,27,8,481,128,782,1977,773,920,297,799,555,5,407,613,2218,2692,278,435,2008,1181,20081181,2,20081181,1,1,FALSE,2,2,2
6,23,7,437,106,807,1721,574,808,202,693,488,10,329,511,2056,2306,184,395,2008,1206,20081206,12,0,0,0,FALSE,12,1,1
82,27,8,502,158,803,1652,660,803,251,562,374,5,317,561,1855,2231,228,423,2008,1207,20081207,2,20081207,1,1,FALSE,2,2,2
31,16,6,369,110,794,1849,580,786,191,606,409,16,437,578,2143,2172,215,472,2008,1208,20081208,14,0,0,0,FALSE,14,1,1
42,25,8,465,153,842,1784,559,864,208,716,512,7,359,565,2024,2448,242,454,2008,1211,20081211,7,0,0,0,FALSE,7,1,1
30,25,7,422,122,845,1750,609,811,211,748,571,7,372,551,2070,2404,225,439,2008,1231,20081231,8,0,0,0,FALSE,8,1,1
72,30,9,610,202,872,1926,562,972,224,722,511,3,406,575,2035,2679,297,426,2008,1242,20081242,1,20081242,6,6,FALSE,1,7,64
35,19,5,472,109,750,1886,614,837,199,705,490,11,485,603,2069,2363,230,455,2008,1243,20081243,11,20081243,1,1,FALSE,11,2,2
13,28,11,476,133,759,1750,534,818,197,730,521,6,373,639,2094,2354,290,496,2008,1245,20081245,9,0,0,0,FALSE,9,1,1
42,18,8,382,144,720,1518,473,712,174,627,460,12,292,562,1960,2058,202,478,2008,1246,20081246,11,0,0,0,FALSE,11,1,1
92,24,7,474,157,834,1800,704,816,241,655,429,8,373,582,1963,2302,259,424,2008,1257,20081257,3,20081257,3,3,FALSE,3,4,8
57,23,8,484,123,742,1899,638,848,229,719,504,9,434,670,2058,2429,303,424,2008,1266,20081266,6,20081266,1,1,FALSE,6,2,2
73,33,12,545,207,907,2100,771,978,270,811,483,1,480,593,2061,2709,296,415,2008,1272,20081272,1,20081272,5,5,FALSE,1,6,32
36,21,7,398,145,768,1789,556,776,210,704,526,10,393,579,2109,2288,179,409,2008,1274,20081274,7,20081274,1,1,FALSE,7,2,2
44,25,6,582,144,819,1811,440,869,164,617,451,8,409,600,2046,2353,201,451,2008,1277,20081277,5,20081277,2,2,FALSE,5,3,4
17,22,8,423,254,917,1811,667,835,223,693,446,10,391,530,2082,2339,192,489,2008,1280,20081280,8,20081280,1,1,FALSE,8,2,2
0,15,10,330,80,646,1570,392,627,138,653,439,15,345,524,1969,1831,171,431,2008,1290,20081290,16,0,0,0,FALSE,16,1,1
4,18,8,411,117,766,1736,523,775,192,672,468,14,323,636,2128,2210,232,460,2008,1291,20081291,16b,20081291,1,0,TRUE,16,1,1
91,32,11,569,156,969,2245,498,1083,188,878,662,2,534,577,2473,3016,283,499,2008,1314,20081314,1,20081314,4,4,FALSE,1,5,16
58,24,8,587,117,878,1905,639,875,262,662,487,7,413,465,2186,2499,198,403,2008,1323,20081323,5,20081323,1,1,FALSE,5,2,2
49,22,7,413,130,812,1791,600,792,209,683,465,11,375,558,2092,2258,218,426,2008,1328,20081328,6,20081328,1,1,FALSE,6,2,2
0,23,9,415,119,758,1670,559,735,205,690,460,8,351,520,1906,2135,193,395,2008,1331,20081331,13,0,0,0,FALSE,13,1,1
35,18,5,464,79,741,1724,673,836,270,637,439,13,316,562,2245,2381,142,392,2008,1332,20081332,9,0,0,0,FALSE,9,1,1
86,26,9,557,115,815,2064,632,948,215,736,484,9,508,566,2282,2595,238,427,2008,1338,20081338,4,20081338,1,1,FALSE,4,2,2
0,21,10,472,101,673,1640,675,769,271,617,414,9,335,538,2050,2223,204,440,2008,1340,20081340,16,0,0,0,FALSE,16,1,1
54,24,6,428,137,684,1766,638,747,236,664,469,8,360,627,1958,2199,272,413,2008,1345,20081345,6,20081345,1,1,FALSE,6,2,2
30,20,8,433,103,753,1752,472,781,160,628,423,13,355,569,2079,2145,225,490,2008,1360,20081360,13,20081360,1,1,FALSE,13,2,2
17,22,8,464,115,710,1956,585,882,224,688,470,10,375,494,2274,2458,302,355,2008,1373,20081373,13,20081373,1,1,FALSE,13,2,2
23,25,8,483,93,772,1668,564,794,207,771,549,6,374,528,2036,2344,189,431,2008,1375,20081375,10,0,0,0,FALSE,10,1,1
42,21,6,491,154,734,1751,626,835,241,701,509,12,328,574,2220,2420,238,420,2008,1386,20081386,11,0,0,0,FALSE,11,1,1
37,24,6,435,156,762,1729,657,794,236,680,451,6,378,514,1902,2275,219,404,2008,1388,20081388,10,0,0,0,FALSE,10,1,1
79,26,8,469,171,847,1827,495,820,178,739,514,7,435,566,2000,2332,144,405,2008,1390,20081390,3,20081390,2,2,FALSE,3,3,4
26,21,10,497,146,788,1773,698,836,260,626,464,12,292,589,2263,2396,207,421,2008,1396,20081396,12,0,0,0,FALSE,12,1,1
102,28,9,572,106,757,2033,794,929,289,749,490,4,461,664,2268,2637,293,413,2008,1397,20081397,2,20081397,2,2,FALSE,2,3,4
117,27,11,418,166,820,1973,676,886,255,643,443,6,420,543,2142,2470,197,305,2008,1400,20081400,2,20081400,3,3,FALSE,2,4,8
42,23,5,440,139,899,1792,542,833,193,765,488,10,386,561,2044,2347,152,417,2008,1401,20081401,9,20081401,1,1,FALSE,9,2,2
140,30,11,475,120,774,1842,518,876,175,701,516,3,416,474,1968,2443,246,406,2008,1417,20081417,1,20081417,4,4,FALSE,1,5,16
2,23,9,474,107,701,1813,588,824,227,610,446,8,350,504,2155,2321,184,300,2008,1420,20081420,15,0,0,0,FALSE,15,1,1
22,25,9,465,91,775,1824,722,766,242,593,442,7,336,548,1982,2216,245,340,2008,1424,20081424,8,20081424,1,1,FALSE,8,2,2
68,21,7,397,141,783,1660,464,799,178,634,434,11,296,504,2022,2210,182,471,2008,1425,20081425,6,0,0,0,FALSE,6,1,1
0,17,6,371,69,763,1525,478,718,166,633,428,11,294,568,1959,2030,175,487,2008,1426,20081426,16,0,0,0,FALSE,16,1,1
45,26,8,594,118,821,1934,740,903,299,753,554,7,345,601,2454,2659,198,478,2008,1435,20081435,4,0,0,0,FALSE,4,1,1
46,20,7,438,93,724,1854,660,795,226,712,515,12,431,665,2218,2331,259,455,2008,1437,20081437,12,20081437,2,2,FALSE,12,3,4
0,25,9,390,113,701,1788,580,847,224,647,457,6,382,654,2019,2375,237,433,2008,1443,20081443,12,20081443,2,2,FALSE,12,3,4
67,24,7,438,92,686,1556,535,744,204,619,454,8,249,490,1826,2146,200,331,2008,1450,20081450,4,20081450,2,2,FALSE,4,3,4
43,23,8,510,169,784,1919,671,871,240,711,483,10,395,632,2088,2465,237,361,2008,1452,20081452,7,20081452,2,2,FALSE,7,3,4
10,20,8,400,106,728,1660,527,731,197,602,360,11,357,535,1824,2019,257,398,2008,1457,20081457,13,0,0,0,FALSE,13,1,1
