Season,Team,ELO
1990,1275,1492
1990,1276,1862
1990,1286,1507
1990,1322,1261
1990,1326,1820
1990,1339,1391
1990,1349,1375
1990,1378,1603
1990,1379,1681
1990,1387,1524
1990,1390,1725
1990,1393,1901
1990,1419,1650
1990,1425,1553
1990,1431,1752
1990,1435,1580
1990,1456,1186
1990,1457,1438
1990,1126,1262
1990,1190,1732
1990,1217,1344
1990,1228,1838
1990,1246,1607
1990,1278,1886
1990,1291,1482
1990,1298,1178
1990,1305,1485
1990,1321,1458
1990,1323,1668
1990,1329,1613
1990,1338,1602
1990,1343,1582
1990,1348,1491
1990,1389,1372
1990,1396,1707
1990,1400,1817
1990,1406,1573
1990,1412,1683
1990,1429,1489
1990,1114,1657
1990,1141,1519
1990,1166,1638
1990,1192,1462
1990,1204,1449
1990,1293,1643
1990,1318,1478
1990,1328,1943
1990,1330,1520
1990,1334,1531
1990,1347,1252
1990,1376,1558
1990,1386,1280
1990,1398,1179
1990,1399,1477
1990,1171,1344
1990,1260,1302
1990,1296,1558
1990,1332,1597
1990,1336,1637
1990,1353,1566
1990,1360,1530
1990,1409,1634
1990,1421,1472
1990,1450,1290
1990,1103,1450
1990,1123,1832
1990,1151,1464
1990,1212,1250
1990,1216,1441
1990,1245,1701
1990,1266,1526
1990,1309,1758
1990,1337,1627
1990,1350,1639
1990,1365,1329
1990,1371,1624
1990,1402,1343
1990,1403,1192
1990,1410,1671
1990,1414,1352
1990,1443,1457
1990,1106,1320
1990,1135,1299
1990,1137,1415
1990,1139,1316
1990,1145,1376
1990,1162,1145
1990,1182,1370
1990,1191,1559
1990,1207,1823
1990,1211,1264
1990,1215,1276
1990,1220,1434
1990,1232,1289
1990,1250,1503
1990,1269,1549
1990,1273,1156
1990,1288,1189
1990,1299,1366
1990,1308,1798
1990,1320,1745
1990,1341,1238
1990,1373,1547
1990,1381,1386
1990,1439,1540
1990,1441,1255
1990,1447,1327
1990,1449,1454
1990,1455,1517
1990,1460,1560
1990,1461,1569
1990,1129,1417
1990,1292,1467
1990,1361,1389
1990,1411,1557
1990,1462,1820
1990,1463,1529
1990,1144,1410
1990,1179,1422
1990,1193,1324
1990,1199,1534
1990,1224,1167
1990,1225,1723
1990,1287,1405
1990,1306,1167
1990,1351,1252
1990,1428,1565
1990,1452,1567
1990,1157,1648
1990,1238,1265
1990,1254,1061
1990,1113,1614
1990,1187,1353
1990,1227,1500
1990,1271,1230
1990,1416,1182
1990,1408,1254
1990,1120,1595
1990,1134,1005
1990,1174,1435
1990,1251,1241
1990,1279,1645
1990,1436,1351
1990,1363,1375
1990,1464,1243
1990,1186,1547
1990,1354,1361
1990,1156,1572
1990,1184,1447
1990,1282,1396
1990,1405,1466
1990,1198,1171
1990,1388,1294
1990,1149,1250
1990,1310,1253
1990,1451,1470
1990,1270,1440
1990,1133,1442
1990,1159,1253
1990,1202,1428
1990,1440,1481
1990,1121,1209
1990,1434,1246
1990,1372,1034
1990,1152,1240
1990,1154,1349
1990,1108,1231
1990,1209,1170
1990,1259,1112
1990,1290,1335
1990,1311,1078
1990,1148,1088
1990,1359,1228
1990,1317,1226
1990,1172,1063
1991,1112,1890
1991,1116,1962
1991,1130,1418
1991,1181,2072
1991,1190,1745
1991,1234,1752
1991,1323,1546
1991,1328,1580
1991,1108,1234
1991,1113,1759
1991,1129,1552
1991,1135,1334
1991,1147,1485
1991,1148,1087
1991,1153,1623
1991,1160,1614
1991,1173,1502
1991,1197,1472
1991,1201,1572
1991,1208,1631
1991,1218,1639
1991,1226,1373
1991,1231,1932
1991,1245,1379
1991,1248,1202
1991,1249,1445
1991,1256,1731
1991,1263,1385
1991,1277,1808
1991,1283,1637
1991,1292,1608
1991,1293,1704
1991,1301,1795
1991,1304,1799
1991,1307,1668
1991,1330,1540
1991,1337,1721
1991,1344,1711
1991,1350,1674
1991,1362,1339
1991,1365,1435
1991,1376,1527
1991,1384,1679
1991,1385,1835
1991,1390,1606
1991,1393,1826
1991,1397,1520
1991,1408,1604
1991,1412,1587
1991,1416,1308
1991,1417,1738
1991,1438,1701
1991,1448,1765
1991,1463,1500
1991,1104,1816
1991,1106,1424
1991,1117,1691
1991,1120,1526
1991,1131,1350
1991,1137,1478
1991,1139,1541
1991,1140,1807
1991,1144,1166
1991,1155,1560
1991,1157,1657
1991,1161,1552
1991,1171,1256
1991,1177,1742
1991,1186,1340
1991,1191,1485
1991,1200,1715
1991,1204,1426
1991,1206,1499
1991,1209,1470
1991,1210,1724
1991,1222,1614
1991,1238,1537
1991,1241,1603
1991,1242,1963
1991,1243,1569
1991,1246,1791
1991,1250,1571
1991,1259,1350
1991,1260,1384
1991,1264,1370
1991,1271,1044
1991,1284,1509
1991,1285,1661
1991,1286,1343
1991,1314,1982
1991,1317,1435
1991,1318,1585
1991,1329,1827
1991,1336,1706
1991,1343,1746
1991,1351,1365
1991,1356,1568
1991,1368,1257
1991,1371,1922
1991,1373,1636
1991,1378,1538
1991,1381,1426
1991,1391,1425
1991,1395,1592
1991,1401,1374
1991,1409,1631
1991,1410,1392
1991,1414,1454
1991,1418,1618
1991,1425,1715
1991,1426,1526
1991,1427,1583
1991,1433,1485
1991,1437,1733
1991,1439,1592
1991,1449,1537
1991,1451,1383
1991,1453,1774
1991,1458,1624
1991,1461,1591
1991,1462,1717
1991,1156,1425
1991,1228,1771
1991,1278,1578
1991,1326,1889
1991,1403,1284
1991,1405,1547
1991,1419,1711
1991,1114,1370
1991,1198,1188
1991,1203,1628
1991,1232,1557
1991,1253,1496
1991,1261,1693
1991,1268,1739
1991,1280,1706
1991,1287,1450
1991,1298,1258
1991,1308,1747
1991,1310,1351
1991,1325,1571
1991,1338,1694
1991,1345,1745
1991,1349,1642
1991,1423,1322
1991,1435,1607
1991,1454,1521
1991,1124,1438
1991,1145,1297
1991,1150,1466
1991,1163,1791
1991,1193,1269
1991,1199,1799
1991,1247,1594
1991,1272,1620
1991,1296,1711
1991,1353,1662
1991,1360,1482
1991,1375,1709
1991,1400,1784
1991,1420,1278
1991,1444,1258
1991,1452,1525
1991,1456,1363
1991,1123,1630
1991,1132,1578
1991,1182,1538
1991,1192,1615
1991,1202,1591
1991,1254,1263
1991,1276,1656
1991,1279,1411
1991,1333,1602
1991,1335,1347
1991,1347,1479
1991,1380,1427
1991,1386,1557
1991,1388,1509
1991,1428,1905
1991,1102,1337
1991,1110,1487
1991,1134,1189
1991,1165,1364
1991,1227,1431
1991,1275,1498
1991,1281,1862
1991,1354,1354
1991,1372,1272
1991,1441,1286
1991,1133,1366
1991,1166,1801
1991,1196,1501
1991,1212,1194
1991,1216,1383
1991,1220,1329
1991,1221,1515
1991,1239,1280
1991,1267,1526
1991,1290,1248
1991,1309,1664
1991,1352,1526
1991,1379,1635
1991,1389,1700
1991,1406,1541
1991,1436,1319
1991,1440,1337
1991,1103,1473
1991,1109,1098
1991,1111,1514
1991,1141,1494
1991,1143,1612
1991,1168,1446
1991,1169,1215
1991,1175,1416
1991,1179,1309
1991,1180,1389
1991,1187,1336
1991,1211,1429
1991,1225,1600
1991,1233,1584
1991,1258,1567
1991,1269,1549
1991,1282,1411
1991,1291,1261
1991,1320,1536
1991,1321,1277
1991,1334,1520
1991,1348,1384
1991,1396,1779
1991,1411,1452
1991,1424,2095
1991,1460,1601
1991,1431,1519
1991,1184,1567
1991,1421,1151
1991,1434,1232
1991,1442,1417
1991,1266,1461
1991,1302,1066
1991,1305,1538
1991,1332,1613
1991,1447,1093
1991,1455,1425
1991,1162,1210
1991,1172,1300
1991,1207,1754
1991,1311,1090
1991,1363,1363
1991,1443,1571
1991,1126,1091
1991,1399,1367
1991,1122,1479
1991,1151,1613
1991,1185,1808
1991,1299,1426
1991,1398,1197
1991,1402,1225
1991,1119,1185
1991,1164,1549
1991,1224,1309
1991,1382,1194
1991,1464,1286
1991,1319,1153
1991,1364,1546
1991,1383,1380
1991,1387,1613
1991,1183,1568
1991,1257,1686
1991,1429,1424
1991,1450,1542
1991,1178,1318
1991,1217,1253
1991,1235,1676
1991,1339,1277
1991,1361,1519
1991,1270,1247
1991,1274,1461
1991,1121,1435
1991,1374,1501
1991,1359,1154
1991,1159,1148
1991,1174,1489
1991,1306,1125
1991,1322,1108
1991,1149,1247
1991,1273,1091
1991,1457,1234
1991,1358,1232
1991,1229,1263
1991,1265,1273
1991,1288,1255
1991,1251,1066
1991,1152,1184
1991,1154,1228
1991,1341,1170
1992,1417,1917
1992,1161,1496
1992,1210,1831
1992,1246,1954
1992,1329,1845
1992,1338,1590
1992,1343,1663
1992,1345,1691
1992,1400,1700
1992,1110,1459
1992,1139,1694
1992,1143,1508
1992,1147,1227
1992,1151,1684
1992,1153,1954
1992,1163,1716
1992,1182,1528
1992,1201,1413
1992,1225,1565
1992,1250,1372
1992,1258,1522
1992,1261,1785
1992,1266,1612
1992,1269,1908
1992,1285,1752
1992,1301,1589
1992,1307,1679
1992,1344,1558
1992,1349,1584
1992,1360,1462
1992,1364,1667
1992,1371,1871
1992,1374,1368
1992,1378,1680
1992,1381,1552
1992,1388,1371
1992,1390,1670
1992,1395,1619
1992,1408,1659
1992,1450,1701
1992,1463,1480
1992,1104,1795
1992,1114,1530
1992,1119,1107
1992,1122,1369
1992,1133,1249
1992,1145,1192
1992,1148,1164
1992,1152,1221
1992,1158,1460
1992,1196,1639
1992,1204,1589
1992,1220,1535
1992,1222,1799
1992,1234,1760
1992,1242,1939
1992,1243,1680
1992,1257,1694
1992,1263,1454
1992,1268,1662
1992,1292,1468
1992,1304,1739
1992,1317,1448
1992,1320,1358
1992,1334,1567
1992,1337,1781
1992,1348,1663
1992,1368,1158
1992,1385,1737
1992,1412,1631
1992,1428,1643
1992,1431,1823
1992,1433,1539
1992,1434,1209
1992,1444,1613
1992,1447,1415
1992,1448,1661
1992,1453,1736
1992,1458,1482
1992,1461,1576
1992,1235,1714
1992,1284,1523
1992,1314,1846
1992,1350,1689
1992,1356,1627
1992,1116,1818
1992,1124,1439
1992,1150,1703
1992,1156,1532
1992,1157,1274
1992,1160,1633
1992,1168,1496
1992,1173,1515
1992,1175,1254
1992,1181,2148
1992,1183,1600
1992,1190,1781
1992,1191,1791
1992,1227,1530
1992,1270,1161
1992,1277,1814
1992,1279,1437
1992,1281,1753
1992,1308,1790
1992,1336,1718
1992,1391,1255
1992,1401,1328
1992,1403,1543
1992,1422,1172
1992,1435,1639
1992,1436,1428
1992,1438,1713
1992,1455,1378
1992,1106,1305
1992,1113,1665
1992,1130,1579
1992,1131,1277
1992,1137,1544
1992,1140,1784
1992,1164,1303
1992,1178,1382
1992,1199,1821
1992,1208,1627
1992,1264,1621
1992,1278,1592
1992,1283,1711
1992,1310,1456
1992,1326,1927
1992,1328,1803
1992,1333,1569
1992,1339,1299
1992,1393,1787
1992,1441,1331
1992,1451,1519
1992,1174,1725
1992,1229,1601
1992,1287,1414
1992,1319,1185
1992,1379,1584
1992,1112,1804
1992,1154,1253
1992,1177,1759
1992,1180,1526
1992,1185,1354
1992,1197,1416
1992,1200,1588
1992,1211,1578
1992,1218,1576
1992,1247,1689
1992,1274,1368
1992,1280,1556
1992,1282,1569
1992,1305,1636
1992,1309,1548
1992,1351,1394
1992,1416,1307
1992,1418,1739
1992,1426,1482
1992,1103,1463
1992,1117,1603
1992,1155,1552
1992,1184,1526
1992,1187,1337
1992,1202,1511
1992,1203,1569
1992,1216,1195
1992,1228,1651
1992,1231,1942
1992,1239,1478
1992,1251,1442
1992,1286,1358
1992,1321,1412
1992,1325,1577
1992,1347,1466
1992,1353,1600
1992,1354,1411
1992,1359,1285
1992,1362,1484
1992,1369,1392
1992,1375,1502
1992,1376,1403
1992,1382,1389
1992,1383,1447
1992,1384,1378
1992,1414,1370
1992,1423,1418
1992,1424,1998
1992,1425,1861
1992,1456,1225
1992,1462,1576
1992,1135,1341
1992,1365,1540
1992,1108,1366
1992,1166,1351
1992,1192,1439
1992,1233,1470
1992,1241,1615
1992,1256,1696
1992,1260,1484
1992,1276,1960
1992,1299,1459
1992,1311,1404
1992,1322,1308
1992,1352,1588
1992,1373,1599
1992,1405,1276
1992,1443,1645
1992,1452,1658
1992,1454,1501
1992,1123,1645
1992,1134,1064
1992,1245,1396
1992,1272,1854
1992,1386,1535
1992,1396,1685
1992,1406,1524
1992,1460,1435
1992,1120,1514
1992,1141,1383
1992,1221,1498
1992,1238,1362
1992,1253,1620
1992,1254,1350
1992,1306,1192
1992,1318,1335
1992,1372,1350
1992,1439,1446
1992,1440,1294
1992,1332,1364
1992,1397,1621
1992,1129,1488
1992,1224,1513
1992,1259,1555
1992,1335,1524
1992,1361,1202
1992,1389,1305
1992,1420,1322
1992,1449,1475
1992,1111,1516
1992,1132,1552
1992,1186,1226
1992,1206,1243
1992,1226,1374
1992,1267,1344
1992,1273,1299
1992,1275,1741
1992,1291,1167
1992,1293,1624
1992,1387,1331
1992,1411,1419
1992,1429,1563
1992,1207,1767
1992,1323,1708
1992,1144,1492
1992,1149,1344
1992,1193,1342
1992,1249,1427
1992,1302,1203
1992,1171,1253
1992,1419,1598
1992,1442,1340
1992,1464,1101
1992,1179,1232
1992,1409,1588
1992,1437,1703
1992,1212,1143
1992,1380,1452
1992,1209,1403
1992,1102,1297
1992,1138,1043
1992,1159,1319
1992,1363,1194
1992,1410,1121
1992,1427,1604
1992,1330,1619
1992,1232,1523
1992,1169,1419
1992,1296,1435
1992,1402,1213
1992,1298,1109
1992,1165,1279
1992,1170,1162
1992,1399,1484
1992,1358,1071
1992,1265,1314
1992,1288,1215
1992,1290,1509
1992,1126,1113
1992,1457,1071
1992,1198,1195
1992,1217,1261
1992,1172,1324
1992,1248,1302
1992,1162,1388
1992,1421,1271
1992,1271,985
1992,1398,1138
1993,1199,1900
1993,1231,2031
1993,1235,1729
1993,1371,1921
1993,1397,1566
1993,1408,1663
1993,1417,1775
1993,1431,1680
1993,1228,1726
1993,1435,1866
1993,1308,1792
1993,1412,1603
1993,1345,1710
1993,1104,1633
1993,1131,1224
1993,1137,1661
1993,1140,1757
1993,1143,1835
1993,1150,1584
1993,1153,1953
1993,1160,1501
1993,1174,1657
1993,1177,1609
1993,1180,1627
1993,1181,1863
1993,1182,1547
1993,1183,1366
1993,1186,1169
1993,1193,1440
1993,1196,1624
1993,1198,1419
1993,1201,1507
1993,1203,1751
1993,1206,1262
1993,1210,1830
1993,1216,1428
1993,1221,1670
1993,1232,1395
1993,1233,1540
1993,1234,1805
1993,1241,1639
1993,1242,1950
1993,1243,1698
1993,1260,1331
1993,1261,1719
1993,1264,1723
1993,1268,1567
1993,1276,2061
1993,1277,1656
1993,1280,1494
1993,1283,1582
1993,1314,2123
1993,1318,1585
1993,1319,1298
1993,1326,1758
1993,1333,1574
1993,1343,1442
1993,1344,1741
1993,1348,1749
1993,1360,1474
1993,1365,1706
1993,1369,1470
1993,1373,1539
1993,1374,1665
1993,1378,1440
1993,1381,1399
1993,1382,1422
1993,1385,1738
1993,1389,1283
1993,1393,1796
1993,1395,1369
1993,1398,1599
1993,1403,1624
1993,1406,1550
1993,1409,1478
1993,1423,1454
1993,1433,1677
1993,1434,1420
1993,1436,1275
1993,1438,1828
1993,1442,1245
1993,1448,1825
1993,1452,1697
1993,1454,1627
1993,1456,1398
1993,1116,1798
1993,1154,1406
1993,1155,1703
1993,1162,1506
1993,1246,2002
1993,1338,1616
1993,1443,1859
1993,1110,1438
1993,1185,1456
1993,1301,1498
1993,1307,1798
1993,1320,1417
1993,1328,1710
1993,1354,1356
1993,1363,1330
1993,1428,1722
1993,1463,1392
1993,1464,1062
1993,1117,1610
1993,1123,1704
1993,1124,1532
1993,1126,1080
1993,1168,1544
1993,1190,1589
1993,1225,1611
1993,1245,1416
1993,1253,1678
1993,1266,1647
1993,1284,1293
1993,1285,1481
1993,1290,1430
1993,1292,1323
1993,1304,1733
1993,1323,1427
1993,1335,1729
1993,1349,1652
1993,1362,1538
1993,1364,1688
1993,1372,1355
1993,1386,1685
1993,1400,1501
1993,1402,1352
1993,1449,1500
1993,1106,1385
1993,1111,1379
1993,1129,1654
1993,1130,1629
1993,1141,1265
1993,1144,1343
1993,1147,1160
1993,1159,1481
1993,1163,1626
1993,1165,1553
1993,1175,1345
1993,1178,1478
1993,1179,1446
1993,1218,1528
1993,1222,1718
1993,1227,1498
1993,1254,1274
1993,1257,1853
1993,1263,1217
1993,1265,1329
1993,1269,1874
1993,1271,1245
1993,1281,1704
1993,1299,1397
1993,1321,1463
1993,1330,1680
1993,1334,1650
1993,1336,1432
1993,1350,1539
1993,1352,1309
1993,1353,1584
1993,1368,1298
1993,1375,1531
1993,1383,1321
1993,1399,1472
1993,1404,1243
1993,1411,1373
1993,1416,1221
1993,1419,1727
1993,1424,1702
1993,1437,1397
1993,1439,1365
1993,1447,1481
1993,1451,1601
1993,1455,1358
1993,1458,1576
1993,1148,1101
1993,1161,1526
1993,1229,1642
1993,1275,1650
1993,1339,1273
1993,1347,1352
1993,1384,1280
1993,1425,1642
1993,1461,1444
1993,1462,1786
1993,1112,1910
1993,1113,1729
1993,1114,1531
1993,1135,1186
1993,1204,1546
1993,1220,1341
1993,1351,1569
1993,1359,1407
1993,1396,1843
1993,1441,1210
1993,1460,1575
1993,1133,1468
1993,1156,1640
1993,1169,1342
1993,1191,1777
1993,1207,1634
1993,1279,1481
1993,1329,1730
1993,1420,1355
1993,1157,1584
1993,1200,1475
1993,1239,1239
1993,1247,1576
1993,1256,1332
1993,1356,1659
1993,1401,1491
1993,1453,1421
1993,1184,1520
1993,1208,1697
1993,1258,1224
1993,1272,1728
1993,1282,1505
1993,1337,1656
1993,1426,1438
1993,1444,1587
1993,1103,1237
1993,1122,1321
1993,1164,1633
1993,1173,1289
1993,1187,1515
1993,1211,1608
1993,1217,1230
1993,1238,1609
1993,1259,1156
1993,1278,1716
1993,1286,1296
1993,1305,1425
1993,1310,1618
1993,1332,1421
1993,1376,1440
1993,1387,1519
1993,1388,1455
1993,1390,1340
1993,1414,1335
1993,1440,1133
1993,1450,1601
1993,1457,1302
1993,1209,1333
1993,1273,1313
1993,1171,1303
1993,1267,1438
1993,1379,1543
1993,1249,1431
1993,1418,1539
1993,1120,1664
1993,1405,1488
1993,1422,1329
1993,1102,1259
1993,1108,1309
1993,1270,1379
1993,1293,1511
1993,1309,1797
1993,1322,1358
1993,1119,1122
1993,1145,1374
1993,1166,1377
1993,1212,1299
1993,1226,1389
1993,1311,1407
1993,1429,1452
1993,1139,1447
1993,1296,1453
1993,1132,1425
1993,1248,1243
1993,1325,1485
1993,1151,1760
1993,1291,1364
1993,1152,1150
1993,1298,1190
1993,1138,1118
1993,1158,1456
1993,1274,1484
1993,1317,1211
1993,1410,1136
1993,1427,1435
1993,1380,1591
1993,1391,1379
1993,1172,1487
1993,1302,1378
1993,1170,1129
1993,1192,1312
1993,1197,1327
1993,1202,1416
1993,1224,1255
1993,1250,1181
1993,1251,1302
1993,1306,1235
1993,1358,1170
1993,1149,1238
1993,1288,1242
1993,1287,1293
1993,1421,1035
1993,1361,1317
1994,1143,1769
1994,1153,1792
1994,1208,1572
1994,1242,1855
1994,1269,1893
1994,1278,1765
1994,1314,1925
1994,1406,1592
1994,1221,1435
1994,1329,1812
1994,1345,1974
1994,1451,1593
1994,1339,1386
1994,1111,1493
1994,1129,1616
1994,1131,1294
1994,1190,1532
1994,1196,1892
1994,1197,1064
1994,1227,1614
1994,1261,1448
1994,1268,1745
1994,1272,1606
1994,1274,1321
1994,1276,1898
1994,1277,1769
1994,1285,1467
1994,1331,1193
1994,1351,1644
1994,1363,1549
1994,1386,1631
1994,1390,1638
1994,1397,1334
1994,1435,1677
1994,1447,1525
1994,1448,1789
1994,1450,1686
1994,1453,1737
1994,1113,1652
1994,1124,1499
1994,1130,1787
1994,1133,1636
1994,1139,1568
1994,1159,1444
1994,1163,1860
1994,1164,1617
1994,1177,1607
1994,1181,1980
1994,1182,1653
1994,1191,1597
1994,1206,1363
1994,1211,1642
1994,1222,1472
1994,1233,1289
1994,1239,1569
1994,1246,1897
1994,1247,1432
1994,1250,1249
1994,1260,1281
1994,1265,1405
1994,1266,1827
1994,1283,1450
1994,1284,1527
1994,1298,1535
1994,1301,1541
1994,1304,1834
1994,1306,1490
1994,1319,1491
1994,1330,1620
1994,1335,1810
1994,1338,1499
1994,1344,1827
1994,1362,1548
1994,1373,1625
1994,1375,1504
1994,1379,1634
1994,1387,1694
1994,1405,1516
1994,1408,1687
1994,1412,1685
1994,1417,1721
1994,1422,1401
1994,1433,1545
1994,1436,1337
1994,1439,1643
1994,1458,1688
1994,1120,1564
1994,1286,1438
1994,1323,1527
1994,1334,1496
1994,1349,1496
1994,1353,1589
1994,1393,1847
1994,1400,1797
1994,1401,1605
1994,1112,1955
1994,1116,2044
1994,1117,1541
1994,1150,1609
1994,1155,1662
1994,1158,1694
1994,1160,1458
1994,1203,1754
1994,1238,1561
1994,1259,1567
1994,1282,1444
1994,1321,1636
1994,1326,1636
1994,1336,1614
1994,1350,1517
1994,1371,1701
1994,1382,1472
1994,1123,1595
1994,1138,1240
1994,1210,1721
1994,1234,1576
1994,1241,1627
1994,1253,1588
1994,1280,1624
1994,1311,1496
1994,1378,1397
1994,1385,1540
1994,1388,1432
1994,1425,1679
1994,1428,1546
1994,1135,1358
1994,1151,1703
1994,1180,1718
1994,1183,1355
1994,1184,1353
1994,1192,1422
1994,1199,1685
1994,1228,1721
1994,1235,1627
1994,1243,1616
1994,1245,1422
1994,1287,1391
1994,1292,1284
1994,1328,1635
1994,1337,1661
1994,1343,1571
1994,1365,1428
1994,1396,1838
1994,1409,1752
1994,1427,1363
1994,1434,1588
1994,1437,1677
1994,1438,1776
1994,1452,1576
1994,1360,1567
1994,1140,1689
1994,1145,1707
1994,1147,1359
1994,1161,1495
1994,1187,1456
1994,1193,1298
1994,1198,1285
1994,1275,1634
1994,1291,1373
1994,1307,1695
1994,1308,1641
1994,1354,1372
1994,1364,1445
1994,1369,1274
1994,1403,1651
1994,1423,1543
1994,1426,1166
1994,1444,1446
1994,1103,1254
1994,1106,1465
1994,1132,1564
1994,1144,1511
1994,1154,1298
1994,1162,1170
1994,1169,1324
1994,1170,1032
1994,1172,1653
1994,1174,1448
1994,1178,1600
1994,1179,1418
1994,1217,1215
1994,1225,1554
1994,1231,1844
1994,1254,1123
1994,1257,1877
1994,1263,1639
1994,1264,1618
1994,1279,1548
1994,1281,1957
1994,1299,1497
1994,1302,1387
1994,1310,1308
1994,1317,1450
1994,1318,1188
1994,1325,1770
1994,1352,1398
1994,1356,1728
1994,1374,1368
1994,1381,1454
1994,1389,1428
1994,1416,1518
1994,1418,1716
1994,1461,1497
1994,1463,1367
1994,1102,1345
1994,1185,1513
1994,1229,1590
1994,1251,1582
1994,1290,1323
1994,1309,1662
1994,1347,1488
1994,1348,1565
1994,1402,1674
1994,1431,1558
1994,1462,1627
1994,1175,1163
1994,1201,1704
1994,1207,1754
1994,1212,1154
1994,1248,1231
1994,1372,1307
1994,1376,1498
1994,1395,1320
1994,1110,1350
1994,1114,1432
1994,1202,1376
1994,1454,1350
1994,1104,1799
1994,1218,1672
1994,1141,1314
1994,1157,1438
1994,1173,1318
1994,1200,1334
1994,1220,1320
1994,1224,1209
1994,1271,1368
1994,1293,1657
1994,1359,1258
1994,1361,1451
1994,1384,1401
1994,1398,1603
1994,1399,1318
1994,1407,1371
1994,1414,1433
1994,1443,1698
1994,1320,1582
1994,1209,1356
1994,1391,1398
1994,1249,1341
1994,1333,1356
1994,1419,1575
1994,1441,1432
1994,1460,1423
1994,1288,1265
1994,1322,1261
1994,1424,1555
1994,1442,1273
1994,1137,1303
1994,1152,1116
1994,1305,1397
1994,1156,1502
1994,1166,1295
1994,1216,1504
1994,1232,1254
1994,1380,1432
1994,1449,1376
1994,1332,1526
1994,1429,1545
1994,1456,1200
1994,1165,1266
1994,1455,1367
1994,1464,1112
1994,1267,1291
1994,1296,1308
1994,1149,1327
1994,1226,1589
1994,1404,1171
1994,1410,1458
1994,1122,1318
1994,1383,1020
1994,1204,1456
1994,1258,1296
1994,1126,1311
1994,1270,1362
1994,1273,1137
1994,1358,1255
1994,1411,1597
1994,1119,1224
1994,1186,1145
1994,1457,1128
1994,1368,1292
1994,1341,1067
1994,1420,1172
1994,1168,1401
1994,1171,1372
1994,1108,1162
1994,1440,1160
1994,1256,1141
1994,1194,1252
1994,1421,1038
1994,1148,1004
1995,1104,1790
1995,1145,1558
1995,1203,1641
1995,1272,1802
1995,1308,1688
1995,1325,1670
1995,1362,1417
1995,1438,1939
1995,1113,1810
1995,1276,1699
1995,1428,1837
1995,1268,1875
1995,1408,1737
1995,1140,1619
1995,1257,1729
1995,1278,1655
1995,1130,1472
1995,1131,1459
1995,1132,1519
1995,1158,1753
1995,1163,1949
1995,1181,1608
1995,1190,1448
1995,1196,1695
1995,1199,1571
1995,1211,1680
1995,1218,1626
1995,1222,1393
1995,1234,1737
1995,1235,1791
1995,1261,1469
1995,1263,1440
1995,1265,1487
1995,1269,1944
1995,1274,1652
1995,1304,1601
1995,1306,1619
1995,1309,1637
1995,1329,1985
1995,1336,1676
1995,1345,1903
1995,1371,1561
1995,1376,1520
1995,1378,1646
1995,1385,1659
1995,1389,1606
1995,1390,1726
1995,1436,1373
1995,1439,1689
1995,1449,1505
1995,1452,1589
1995,1102,1355
1995,1112,1788
1995,1114,1570
1995,1129,1490
1995,1133,1671
1995,1138,1476
1995,1139,1469
1995,1143,1511
1995,1144,1223
1995,1153,1799
1995,1162,1072
1995,1166,1310
1995,1173,1309
1995,1174,1427
1995,1177,1689
1995,1192,1450
1995,1193,1361
1995,1194,1240
1995,1206,1209
1995,1208,1675
1995,1209,1327
1995,1210,1698
1995,1228,1682
1995,1233,1332
1995,1242,1914
1995,1246,1986
1995,1247,1432
1995,1250,1267
1995,1259,1329
1995,1281,1789
1995,1283,1548
1995,1286,1612
1995,1301,1514
1995,1305,1667
1995,1311,1704
1995,1314,1977
1995,1320,1364
1995,1321,1328
1995,1328,1794
1995,1330,1687
1995,1332,1711
1995,1334,1497
1995,1339,1629
1995,1344,1711
1995,1356,1755
1995,1373,1313
1995,1388,1639
1995,1417,2106
1995,1423,1527
1995,1435,1549
1995,1437,1880
1995,1448,1992
1995,1455,1401
1995,1458,1572
1995,1116,2010
1995,1124,1328
1995,1191,1607
1995,1229,1692
1995,1307,1592
1995,1323,1504
1995,1387,1782
1995,1396,1756
1995,1397,1506
1995,1411,1605
1995,1412,1531
1995,1433,1534
1995,1171,1451
1995,1182,1490
1995,1187,1526
1995,1201,1515
1995,1212,1246
1995,1226,1491
1995,1264,1707
1995,1266,1712
1995,1280,1818
1995,1285,1672
1995,1290,1480
1995,1296,1531
1995,1326,1399
1995,1335,1731
1995,1348,1422
1995,1349,1552
1995,1358,1204
1995,1381,1454
1995,1398,1401
1995,1119,1242
1995,1154,1293
1995,1155,1648
1995,1160,1666
1995,1168,1287
1995,1184,1325
1995,1221,1438
1995,1258,1440
1995,1260,1193
1995,1317,1318
1995,1322,1305
1995,1365,1645
1995,1379,1673
1995,1393,1721
1995,1400,1815
1995,1406,1373
1995,1425,1368
1995,1450,1660
1995,1120,1649
1995,1207,1809
1995,1224,1185
1995,1239,1566
1995,1253,1700
1995,1267,1498
1995,1277,1821
1995,1333,1519
1995,1343,1552
1995,1360,1422
1995,1384,1359
1995,1442,1542
1995,1444,1537
1995,1462,1744
1995,1117,1297
1995,1122,1407
1995,1149,1619
1995,1150,1654
1995,1279,1416
1995,1298,1559
1995,1364,1441
1995,1422,1605
1995,1429,1659
1995,1147,1339
1995,1161,1501
1995,1172,1380
1995,1220,1404
1995,1243,1556
1995,1293,1588
1995,1369,1402
1995,1375,1311
1995,1401,1474
1995,1451,1739
1995,1103,1282
1995,1135,1396
