	index	StrengthPoints	Wins	Wins last 40 days	ast	blk	dr	fga	fga3	fgm	fgm3	fta	ftm	losses	or	pf	points_against	points_for	stl	to	Season	TeamID
1342	20071131	0.0	12.0	5.0	343.0	103.0	639.0	1480.0	577.0	622.0	208.0	517.0	350.0	18.0	320.0	573.0	1801.0	1802.0	162.0	425.0	2007	1131
1343	20071132	6.0	11.0	3.0	414.0	102.0	679.0	1539.0	552.0	673.0	190.0	561.0	379.0	18.0	250.0	678.0	2039.0	1915.0	206.0	422.0	2007	1132
1344	20071133	23.0	20.0	6.0	499.0	71.0	656.0	1811.0	767.0	843.0	329.0	545.0	365.0	12.0	269.0	592.0	2238.0	2380.0	257.0	352.0	2007	1133
1345	20071135	0.0	11.0	5.0	357.0	75.0	579.0	1250.0	552.0	539.0	204.0	643.0	477.0	18.0	180.0	534.0	1840.0	1759.0	209.0	447.0	2007	1135
1346	20071137	12.0	22.0	9.0	427.0	47.0	689.0	1415.0	508.0	662.0	188.0	627.0	453.0	9.0	264.0	530.0	1791.0	1965.0	196.0	456.0	2007	1137
1347	20071138	4.0	12.0	3.0	427.0	79.0	730.0	1734.0	523.0	712.0	165.0	752.0	520.0	19.0	456.0	660.0	2226.0	2109.0	237.0	592.0	2007	1138
1348	20071139	51.0	25.0	6.0	381.0	58.0	649.0	1549.0	758.0	676.0	279.0	640.0	486.0	6.0	279.0	599.0	1765.0	2117.0	155.0	286.0	2007	1139
1349	20071140	15.0	24.0	10.0	505.0	112.0	812.0	1848.0	580.0	905.0	236.0	653.0	429.0	8.0	382.0	621.0	2228.0	2475.0	187.0	433.0	2007	1140
1350	20071141	0.0	13.0	5.0	305.0	79.0	637.0	1559.0	572.0	653.0	209.0	717.0	520.0	18.0	341.0	741.0	2182.0	2035.0	233.0	543.0	2007	1141
1351	20071142	0.0	17.0	9.0	393.0	92.0	688.0	1611.0	670.0	744.0	262.0	529.0	343.0	11.0	287.0	485.0	2026.0	2093.0	184.0	356.0	2007	1142
1352	20071143	35.0	16.0	4.0	447.0	63.0	724.0	1850.0	693.0	822.0	249.0	520.0	400.0	17.0	294.0	558.0	2281.0	2293.0	151.0	385.0	2007	1143
1353	20071144	2.0	12.0	4.0	447.0	88.0	696.0	1672.0	648.0	732.0	217.0	744.0	539.0	17.0	322.0	570.0	2315.0	2220.0	264.0	507.0	2007	1144
1354	20071145	0.0	12.0	1.0	408.0	76.0	693.0	1839.0	638.0	776.0	214.0	596.0	388.0	19.0	456.0	634.0	2249.0	2154.0	217.0	511.0	2007	1145
1355	20071146	0.0	6.0	2.0	271.0	134.0	623.0	1408.0	462.0	574.0	141.0	485.0	357.0	20.0	297.0	525.0	1791.0	1646.0	129.0	400.0	2007	1146
1356	20071147	0.0	10.0	3.0	414.0	62.0	612.0	1715.0	504.0	754.0	175.0	617.0	442.0	21.0	321.0	668.0	2328.0	2125.0	247.0	476.0	2007	1147
1357	20071148	0.0	22.0	10.0	416.0	112.0	758.0	1769.0	662.0	771.0	252.0	678.0	493.0	11.0	395.0	532.0	2169.0	2287.0	200.0	469.0	2007	1148
1358	20071149	0.0	4.0	1.0	335.0	47.0	588.0	1456.0	520.0	611.0	174.0	425.0	277.0	22.0	290.0	453.0	1980.0	1673.0	160.0	413.0	2007	1149
1359	20071150	0.0	14.0	6.0	368.0	63.0	682.0	1736.0	786.0	700.0	261.0	628.0	440.0	16.0	396.0	587.0	2151.0	2101.0	164.0	382.0	2007	1150
1360	20071151	3.0	12.0	6.0	383.0	50.0	726.0	1582.0	641.0	668.0	221.0	644.0	408.0	18.0	338.0	536.0	2058.0	1965.0	154.0	487.0	2007	1151
1361	20071152	3.0	7.0		329.0	84.0	509.0	1580.0	484.0	676.0	169.0	512.0	368.0	20.0	336.0	552.0	2102.0	1889.0	222.0	383.0	2007	1152
1362	20071153	11.0	11.0	1.0	376.0	58.0	618.0	1739.0	604.0	705.0	186.0	516.0	341.0	19.0	389.0	562.0	2032.0	1937.0	230.0	382.0	2007	1153
1363	20071154	0.0	4.0	1.0	280.0	21.0	515.0	1341.0	515.0	532.0	152.0	424.0	269.0	23.0	263.0	474.0	1864.0	1485.0	173.0	401.0	2007	1154
1364	20071155	34.0	21.0	3.0	482.0	172.0	663.0	1881.0	623.0	879.0	211.0	512.0	299.0	10.0	421.0	521.0	2025.0	2268.0	295.0	431.0	2007	1155
1365	20071156	0.0	7.0	2.0	306.0	100.0	563.0	1559.0	595.0	604.0	178.0	477.0	343.0	21.0	335.0	543.0	1950.0	1729.0	190.0	368.0	2007	1156
1366	20071157	3.0	11.0	4.0	399.0	62.0	534.0	1550.0	533.0	688.0	177.0	474.0	322.0	15.0	332.0	492.0	1915.0	1875.0	222.0	381.0	2007	1157
1367	20071158	0.0	22.0	7.0	462.0	127.0	835.0	1846.0	716.0	832.0	248.0	557.0	378.0	11.0	352.0	516.0	2166.0	2290.0	210.0	494.0	2007	1158
1368	20071159	0.0	9.0	3.0	261.0	68.0	589.0	1364.0	450.0	535.0	142.0	516.0	358.0	19.0	285.0	497.0	1737.0	1570.0	164.0	429.0	2007	1159
1369	20071160	0.0	7.0	2.0	359.0	117.0	643.0	1576.0	500.0	662.0	154.0	598.0	389.0	20.0	355.0	572.0	2163.0	1867.0	185.0	472.0	2007	1160
1370	20071161	9.0	15.0	3.0	379.0	127.0	682.0	1460.0	418.0	709.0	154.0	639.0	456.0	13.0	308.0	584.0	2007.0	2028.0	198.0	491.0	2007	1161
1371	20071162	0.0	15.0	6.0	357.0	39.0	600.0	1341.0	473.0	615.0	193.0	453.0	332.0	12.0	261.0	531.0	1751.0	1755.0	145.0	397.0	2007	1162
1372	20071163	4.0	17.0	4.0	402.0	266.0	811.0	1799.0	458.0	760.0	147.0	818.0	514.0	14.0	501.0	540.0	1938.0	2181.0	241.0	465.0	2007	1163
1373	20071164	0.0	12.0	6.0	304.0	67.0	633.0	1755.0	569.0	696.0	165.0	639.0	415.0	20.0	362.0	611.0	2258.0	1972.0	207.0	441.0	2007	1164
1374	20071165	0.0	15.0	6.0	350.0	81.0	608.0	1312.0	481.0	613.0	189.0	482.0	361.0	12.0	230.0	469.0	1745.0	1776.0	154.0	400.0	2007	1165
1375	20071166	21.0	22.0	8.0	429.0	82.0	720.0	1591.0	588.0	710.0	202.0	698.0	527.0	10.0	329.0	534.0	1934.0	2149.0	200.0	411.0	2007	1166
1376	20071168	0.0	18.0	4.0	476.0	62.0	695.0	1821.0	630.0	829.0	232.0	573.0	366.0	10.0	387.0	556.0	2170.0	2256.0	185.0	433.0	2007	1168
1377	20071169	5.0	12.0	4.0	399.0	71.0	695.0	1714.0	476.0	746.0	155.0	642.0	461.0	17.0	415.0	722.0	2190.0	2108.0	240.0	541.0	2007	1169
1378	20071170	2.0	8.0	2.0	345.0	84.0	524.0	1761.0	541.0	716.0	172.0	630.0	388.0	19.0	370.0	609.0	2250.0	1992.0	293.0	384.0	2007	1170
1379	20071171	0.0	9.0	2.0	305.0	92.0	539.0	1433.0	398.0	599.0	117.0	393.0	276.0	18.0	250.0	549.0	1816.0	1591.0	176.0	354.0	2007	1171
1380	20071172	1.0	27.0	10.0	480.0	82.0	829.0	1913.0	766.0	859.0	286.0	631.0	476.0	4.0	404.0	556.0	2130.0	2480.0	240.0	454.0	2007	1172
1381	20071173	31.0	19.0	6.0	385.0	90.0	682.0	1654.0	515.0	737.0	196.0	583.0	405.0	12.0	350.0	603.0	2051.0	2075.0	145.0	437.0	2007	1173
1382	20071174	1.0	5.0	1.0	334.0	75.0	617.0	1580.0	589.0	639.0	194.0	560.0	402.0	26.0	273.0	570.0	2164.0	1874.0	169.0	400.0	2007	1174
1383	20071175	1.0	20.0	10.0	366.0	88.0	537.0	1505.0	591.0	658.0	201.0	502.0	374.0	12.0	336.0	508.0	1871.0	1891.0	188.0	388.0	2007	1175
1384	20071176	0.0	4.0	1.0	348.0	41.0	664.0	1572.0	600.0	627.0	211.0	540.0	390.0	25.0	276.0	495.0	2194.0	1855.0	140.0	434.0	2007	1176
1385	20071177	44.0	17.0	6.0	408.0	140.0	734.0	1668.0	548.0	751.0	183.0	485.0	318.0	13.0	332.0	503.0	1890.0	2003.0	185.0	359.0	2007	1177
1386	20071178	0.0	11.0	3.0	382.0	69.0	656.0	1599.0	554.0	703.0	181.0	500.0	326.0	19.0	340.0	535.0	2002.0	1913.0	171.0	382.0	2007	1178
1387	20071179	1.0	16.0	5.0	462.0	89.0	684.0	1750.0	568.0	782.0	187.0	761.0	543.0	15.0	417.0	555.0	2323.0	2294.0	239.0	421.0	2007	1179
1388	20071180	15.0	22.0	7.0	365.0	149.0	697.0	1527.0	489.0	676.0	163.0	694.0	483.0	8.0	316.0	542.0	1839.0	1998.0	245.0	421.0	2007	1180
1389	20071181	67.0	22.0	4.0	422.0	151.0	762.0	1696.0	509.0	795.0	195.0	666.0	461.0	10.0	361.0	558.0	1968.0	2246.0	236.0	492.0	2007	1181
1390	20071182	18.0	10.0	3.0	465.0	102.0	552.0	1833.0	722.0	805.0	239.0	567.0	422.0	19.0	391.0	564.0	2450.0	2271.0	217.0	433.0	2007	1182
1391	20071183	0.0	9.0	4.0	347.0	55.0	676.0	1532.0	418.0	624.0	134.0	531.0	386.0	20.0	326.0	549.0	1939.0	1768.0	162.0	406.0	2007	1183
1392	20071184	0.0	19.0	10.0	433.0	75.0	599.0	1515.0	684.0	707.0	245.0	443.0	301.0	11.0	247.0	417.0	1905.0	1960.0	230.0	409.0	2007	1184
1393	20071185	1.0	13.0	5.0	374.0	59.0	694.0	1664.0	671.0	699.0	241.0	583.0	400.0	19.0	354.0	632.0	2207.0	2039.0	220.0	570.0	2007	1185
1394	20071186	2.0	12.0	4.0	456.0	73.0	595.0	1529.0	510.0	755.0	171.0	655.0	481.0	14.0	282.0	507.0	2178.0	2162.0	179.0	399.0	2007	1186
1395	20071187	0.0	3.0	1.0	312.0	65.0	611.0	1426.0	549.0	557.0	169.0	487.0	280.0	24.0	283.0	513.0	1874.0	1563.0	162.0	380.0	2007	1187
1396	20071189	0.0	5.0	2.0	299.0	73.0	632.0	1522.0	495.0	624.0	162.0	448.0	304.0	23.0	298.0	545.0	1987.0	1714.0	166.0	405.0	2007	1189
1397	20071190	2.0	22.0	8.0	488.0	140.0	763.0	1795.0	538.0	820.0	186.0	603.0	440.0	9.0	353.0	619.0	2133.0	2266.0	305.0	521.0	2007	1190
1398	20071191	13.0	14.0	2.0	431.0	79.0	696.0	1539.0	573.0	703.0	228.0	678.0	497.0	17.0	265.0	597.0	2113.0	2131.0	148.0	397.0	2007	1191
1399	20071192	1.0	13.0	4.0	372.0	94.0	657.0	1757.0	580.0	752.0	188.0	590.0	415.0	16.0	369.0	515.0	2195.0	2107.0	179.0	390.0	2007	1192
1400	20071193	1.0	13.0	5.0	409.0	99.0	595.0	1652.0	562.0	677.0	183.0	648.0	459.0	19.0	431.0	612.0	2070.0	1996.0	223.0	472.0	2007	1193
1401	20071194	0.0	15.0	6.0	452.0	55.0	705.0	1650.0	507.0	797.0	185.0	647.0	448.0	15.0	282.0	602.0	2359.0	2227.0	197.0	458.0	2007	1194
1402	20071196	68.0	29.0	10.0	536.0	164.0	887.0	1843.0	598.0	971.0	244.0	751.0	511.0	5.0	377.0	533.0	2093.0	2697.0	241.0	476.0	2007	1196
1403	20071197	0.0	18.0	8.0	416.0	53.0	735.0	1636.0	497.0	733.0	180.0	747.0	492.0	13.0	391.0	558.0	2181.0	2138.0	206.0	544.0	2007	1197
1404	20071198	2.0	10.0	3.0	310.0	69.0	606.0	1495.0	522.0	626.0	172.0	513.0	334.0	17.0	302.0	509.0	1944.0	1758.0	179.0	415.0	2007	1198
1405	20071199	52.0	20.0	4.0	394.0	106.0	667.0	1790.0	578.0	845.0	215.0	608.0	467.0	12.0	350.0	567.0	2201.0	2372.0	249.0	460.0	2007	1199
1406	20071200	3.0	18.0	6.0	409.0	123.0	632.0	1556.0	526.0	679.0	188.0	624.0	418.0	12.0	322.0	578.0	1925.0	1964.0	220.0	427.0	2007	1200
1407	20071201	15.0	22.0	7.0	444.0	202.0	891.0	1776.0	841.0	739.0	285.0	682.0	442.0	9.0	310.0	506.0	2030.0	2205.0	179.0	416.0	2007	1201
1408	20071202	11.0	13.0	4.0	406.0	63.0	635.0	1572.0	603.0	690.0	221.0	472.0	355.0	16.0	295.0	545.0	2018.0	1956.0	188.0	429.0	2007	1202
1409	20071203	12.0	23.0	8.0	456.0	137.0	679.0	1751.0	451.0	811.0	168.0	586.0	413.0	8.0	375.0	585.0	1990.0	2203.0	289.0	424.0	2007	1203
1410	20071204	0.0	13.0	5.0	383.0	94.0	697.0	1658.0	408.0	737.0	141.0	559.0	339.0	16.0	360.0	579.0	1981.0	1954.0	200.0	476.0	2007	1204
1411	20071205	0.0	8.0	2.0	387.0	83.0	601.0	1591.0	687.0	655.0	239.0	442.0	283.0	21.0	310.0	560.0	2110.0	1832.0	210.0	466.0	2007	1205
1412	20071206	9.0	18.0	6.0	463.0	85.0	750.0	1708.0	559.0	790.0	191.0	496.0	319.0	15.0	327.0	490.0	1951.0	2090.0	195.0	405.0	2007	1206
1413	20071207	100.0	26.0	11.0	459.0	161.0	721.0	1548.0	549.0	784.0	201.0	588.0	422.0	6.0	344.0	528.0	1820.0	2191.0	167.0	440.0	2007	1207
1414	20071208	32.0	17.0	5.0	439.0	137.0	724.0	1819.0	634.0	833.0	238.0	495.0	328.0	13.0	423.0	524.0	2044.0	2232.0	264.0	470.0	2007	1208
1415	20071209	0.0	11.0	4.0	339.0	98.0	713.0	1595.0	495.0	685.0	180.0	675.0	443.0	20.0	334.0	515.0	2226.0	1993.0	177.0	491.0	2007	1209
1416	20071210	61.0	20.0	7.0	480.0	110.0	701.0	1848.0	529.0	910.0	198.0	635.0	434.0	11.0	424.0	642.0	2155.0	2452.0	310.0	492.0	2007	1210
1417	20071211	35.0	23.0	8.0	478.0	118.0	894.0	1876.0	564.0	914.0	223.0	746.0	560.0	10.0	347.0	637.0	2313.0	2611.0	206.0	463.0	2007	1211
1418	20071212	1.0	10.0	4.0	254.0	72.0	580.0	1365.0	390.0	548.0	119.0	474.0	317.0	14.0	297.0	473.0	1693.0	1532.0	141.0	407.0	2007	1212
1419	20071214	2.0	15.0	7.0	366.0	101.0	688.0	1683.0	664.0	712.0	201.0	737.0	488.0	16.0	428.0	720.0	2128.0	2113.0	285.0	637.0	2007	1214
1420	20071216	0.0	13.0	4.0	348.0	38.0	624.0	1613.0	705.0	660.0	206.0	591.0	399.0	18.0	301.0	597.0	2029.0	1925.0	263.0	389.0	2007	1216
1421	20071217	1.0	12.0	3.0	317.0	81.0	585.0	1572.0	421.0	697.0	134.0	655.0	497.0	16.0	328.0	469.0	2168.0	2025.0	192.0	452.0	2007	1217
1422	20071218	12.0	18.0	6.0	539.0	154.0	797.0	1772.0	484.0	813.0	166.0	621.0	453.0	13.0	384.0	581.0	2062.0	2245.0	201.0	540.0	2007	1218
1423	20071219	0.0	18.0	7.0	438.0	89.0	667.0	1652.0	532.0	751.0	184.0	539.0	370.0	10.0	343.0	539.0	1965.0	2056.0	180.0	432.0	2007	1219
1424	20071220	15.0	21.0	6.0	354.0	70.0	672.0	1647.0	573.0	748.0	233.0	666.0	464.0	9.0	329.0	572.0	2084.0	2193.0	178.0	349.0	2007	1220
1425	20071221	0.0	25.0	9.0	453.0	123.0	686.0	1653.0	533.0	724.0	190.0	656.0	482.0	8.0	375.0	598.0	1893.0	2120.0	315.0	501.0	2007	1221
1426	20071222	0.0	18.0	8.0	378.0	108.0	740.0	2068.0	1009.0	814.0	330.0	639.0	457.0	15.0	415.0	667.0	2328.0	2415.0	276.0	383.0	2007	1222
1427	20071224	0.0	9.0	2.0	375.0	69.0	628.0	1596.0	608.0	678.0	236.0	638.0	417.0	22.0	311.0	548.0	2232.0	2009.0	161.0	503.0	2007	1224
1428	20071225	0.0	4.0	1.0	312.0	94.0	684.0	1717.0	685.0	668.0	225.0	511.0	346.0	27.0	292.0	586.0	2307.0	1907.0	149.0	458.0	2007	1225
1429	20071226	2.0	12.0	3.0	338.0	83.0	692.0	1512.0	584.0	664.0	223.0	544.0	386.0	17.0	312.0	478.0	1951.0	1937.0	177.0	401.0	2007	1226
1430	20071227	13.0	13.0	5.0	411.0	160.0	736.0	1822.0	606.0	753.0	230.0	577.0	413.0	18.0	394.0	539.0	2197.0	2149.0	200.0	372.0	2007	1227
1431	20071228	35.0	23.0	7.0	476.0	98.0	766.0	1785.0	674.0	771.0	235.0	665.0	416.0	11.0	428.0	581.0	1943.0	2193.0	202.0	470.0	2007	1228
1432	20071229	10.0	14.0	3.0	440.0	100.0	658.0	1566.0	621.0	707.0	226.0	528.0	343.0	16.0	311.0	552.0	1950.0	1983.0	201.0	456.0	2007	1229
1433	20071231	49.0	20.0	5.0	401.0	134.0	649.0	1645.0	620.0	743.0	238.0	566.0	403.0	10.0	350.0	624.0	1865.0	2127.0	199.0	371.0	2007	1231
1434	20071232	27.0	12.0	2.0	314.0	41.0	654.0	1528.0	600.0	609.0	208.0	588.0	416.0	18.0	295.0	564.0	1982.0	1842.0	154.0	381.0	2007	1232
1435	20071233	0.0	2.0	2.0	308.0	143.0	653.0	1583.0	396.0	646.0	110.0	617.0	356.0	28.0	394.0	608.0	2096.0	1758.0	180.0	536.0	2007	1233
1436	20071234	31.0	17.0	6.0	451.0	102.0	683.0	1684.0	540.0	739.0	195.0	602.0	448.0	14.0	344.0	562.0	2035.0	2121.0	211.0	417.0	2007	1234
1437	20071235	0.0	14.0	4.0	343.0	102.0	714.0	1645.0	605.0	664.0	192.0	516.0	362.0	16.0	368.0	494.0	1966.0	1882.0	131.0	447.0	2007	1235
1438	20071236	0.0	9.0	5.0	378.0	79.0	573.0	1385.0	527.0	600.0	191.0	463.0	307.0	17.0	214.0	521.0	1878.0	1698.0	171.0	395.0	2007	1236
1439	20071237	0.0	13.0	6.0	308.0	68.0	592.0	1502.0	538.0	626.0	207.0	578.0	440.0	15.0	337.0	496.0	1908.0	1899.0	164.0	365.0	2007	1237
1440	20071238	0.0	20.0	8.0	446.0	103.0	748.0	1972.0	586.0	826.0	186.0	718.0	506.0	13.0	441.0	683.0	2386.0	2344.0	270.0	509.0	2007	1238
1441	20071239	0.0	13.0	5.0	377.0	84.0	588.0	1599.0	511.0	695.0	167.0	552.0	402.0	14.0	361.0	551.0	2056.0	1959.0	227.0	449.0	2007	1239
1442	20071240	1.0	8.0	3.0	386.0	80.0	633.0	1567.0	509.0	674.0	162.0	493.0	336.0	20.0	327.0	556.0	1998.0	1846.0	195.0	401.0	2007	1240
1443	20071241	5.0	7.0	1.0	348.0	63.0	580.0	1546.0	493.0	674.0	166.0	606.0	405.0	23.0	322.0	612.0	2178.0	1919.0	181.0	420.0	2007	1241
1444	20071242	64.0	30.0	11.0	570.0	227.0	929.0	2016.0	532.0	988.0	203.0	732.0	488.0	4.0	444.0	634.0	2075.0	2667.0	303.0	476.0	2007	1242
1445	20071243	32.0	22.0	7.0	511.0	124.0	760.0	1848.0	624.0	794.0	210.0	781.0	545.0	11.0	432.0	624.0	2151.0	2343.0	191.0	456.0	2007	1243
1446	20071244	0.0	12.0	5.0	402.0	97.0	579.0	1851.0	679.0	731.0	188.0	602.0	388.0	18.0	484.0	572.0	2115.0	2038.0	296.0	410.0	2007	1244
1447	20071245	3.0	20.0	9.0	443.0	103.0	691.0	1718.0	535.0	782.0	180.0	587.0	381.0	11.0	350.0	578.0	1951.0	2125.0	247.0	425.0	2007	1245
1448	20071246	42.0	21.0	5.0	508.0	154.0	821.0	1766.0	605.0	846.0	216.0	636.0	445.0	11.0	345.0	507.0	2156.0	2353.0	191.0	470.0	2007	1246
1449	20071247	1.0	10.0	1.0	427.0	60.0	667.0	1683.0	461.0	771.0	163.0	648.0	445.0	20.0	422.0	561.0	2241.0	2150.0	190.0	478.0	2007	1247
1450	20071248	0.0	7.0	1.0	365.0	71.0	542.0	1366.0	655.0	575.0	231.0	547.0	396.0	21.0	206.0	567.0	2076.0	1777.0	200.0	483.0	2007	1248
1451	20071249	11.0	13.0	7.0	502.0	85.0	761.0	1713.0	648.0	744.0	243.0	698.0	453.0	17.0	383.0	576.0	2290.0	2184.0	166.0	507.0	2007	1249
1452	20071250	1.0	10.0	3.0	332.0	78.0	645.0	1466.0	454.0	613.0	154.0	595.0	422.0	19.0	305.0	591.0	1912.0	1802.0	164.0	432.0	2007	1250
1453	20071251	0.0	11.0	4.0	397.0	79.0	710.0	1655.0	401.0	785.0	131.0	522.0	366.0	17.0	305.0	578.0	2123.0	2067.0	180.0	430.0	2007	1251
1454	20071252	4.0	16.0	5.0	385.0	71.0	651.0	1604.0	700.0	669.0	222.0	561.0	391.0	13.0	322.0	555.0	1882.0	1951.0	199.0	344.0	2007	1252
1455	20071253	0.0	23.0	11.0	430.0	81.0	715.0	1862.0	688.0	849.0	256.0	655.0	462.0	7.0	384.0	516.0	2217.0	2416.0	223.0	412.0	2007	1253
1456	20071254	0.0	9.0	3.0	297.0	50.0	649.0	1598.0	634.0	634.0	199.0	646.0	434.0	19.0	350.0	543.0	2068.0	1901.0	157.0	406.0	2007	1254
1457	20071255	0.0	7.0	2.0	372.0	115.0	657.0	1666.0	487.0	661.0	144.0	550.0	387.0	22.0	318.0	520.0	2183.0	1853.0	212.0	473.0	2007	1255
1458	20071256	4.0	10.0	4.0	355.0	97.0	673.0	1795.0	527.0	728.0	158.0	493.0	308.0	20.0	410.0	619.0	2081.0	1922.0	210.0	432.0	2007	1256
1459	20071257	23.0	22.0	8.0	463.0	129.0	727.0	1786.0	693.0	773.0	230.0	641.0	434.0	9.0	421.0	632.0	1950.0	2210.0	231.0	399.0	2007	1257
1460	20071258	14.0	11.0	4.0	428.0	53.0	645.0	1711.0	452.0	680.0	145.0	542.0	373.0	18.0	349.0	543.0	2095.0	1878.0	201.0	476.0	2007	1258
1461	20071259	1.0	18.0	5.0	438.0	105.0	703.0	1652.0	603.0	764.0	232.0	638.0	453.0	13.0	335.0	641.0	2148.0	2213.0	196.0	441.0	2007	1259
1462	20071260	12.0	19.0	7.0	345.0	102.0	692.0	1585.0	460.0	714.0	156.0	656.0	481.0	11.0	375.0	500.0	1959.0	2065.0	145.0	402.0	2007	1260
1463	20071261	50.0	17.0	4.0	445.0	155.0	814.0	1774.0	517.0	800.0	174.0	572.0	403.0	15.0	391.0	490.0	2007.0	2177.0	218.0	452.0	2007	1261
1464	20071263	0.0	10.0	2.0	325.0	88.0	631.0	1542.0	550.0	641.0	188.0	476.0	319.0	18.0	299.0	502.0	1922.0	1789.0	210.0	374.0	2007	1263
1465	20071264	0.0	13.0	2.0	334.0	109.0	667.0	1666.0	429.0	704.0	124.0	632.0	446.0	17.0	364.0	635.0	2076.0	1978.0	235.0	428.0	2007	1264
1466	20071265	6.0	24.0	9.0	491.0	72.0	813.0	1851.0	819.0	848.0	293.0	635.0	430.0	8.0	373.0	584.0	2204.0	2419.0	169.0	415.0	2007	1265
1467	20071266	65.0	23.0	5.0	454.0	108.0	720.0	1839.0	612.0	809.0	205.0	737.0	495.0	9.0	456.0	653.0	2080.0	2318.0	277.0	465.0	2007	1266
1468	20071267	15.0	13.0	6.0	399.0	138.0	740.0	1816.0	651.0	728.0	191.0	713.0	465.0	19.0	447.0	625.0	2247.0	2112.0	213.0	493.0	2007	1267
1469	20071268	65.0	24.0	8.0	555.0	221.0	830.0	1915.0	481.0	917.0	184.0	753.0	526.0	8.0	404.0	583.0	2163.0	2544.0	241.0	505.0	2007	1268
1470	20071269	18.0	23.0	8.0	494.0	233.0	810.0	1819.0	546.0	865.0	186.0	758.0	469.0	8.0	449.0	656.0	2093.0	2385.0	207.0	496.0	2007	1269
1471	20071270	0.0	13.0	7.0	323.0	143.0	708.0	1712.0	403.0	678.0	112.0	597.0	394.0	17.0	427.0	577.0	2041.0	1862.0	217.0	498.0	2007	1270
1472	20071271	0.0	3.0	1.0	274.0	54.0	580.0	1665.0	541.0	637.0	163.0	564.0	355.0	27.0	362.0	556.0	2214.0	1792.0	195.0	471.0	2007	1271
1473	20071272	17.0	30.0	13.0	497.0	195.0	829.0	2009.0	720.0	927.0	253.0	851.0	519.0	3.0	488.0	652.0	2057.0	2626.0	324.0	448.0	2007	1272
1474	20071273	0.0	11.0	2.0	350.0	125.0	746.0	1627.0	517.0	707.0	156.0	615.0	439.0	17.0	324.0	464.0	2184.0	2009.0	181.0	501.0	2007	1273
1475	20071274	46.0	12.0	3.0	398.0	93.0	673.0	1916.0	588.0	833.0	208.0	577.0	405.0	20.0	451.0	624.0	2332.0	2279.0	202.0	405.0	2007	1274
1476	20071275	1.0	18.0	9.0	411.0	131.0	717.0	1521.0	488.0	699.0	162.0	488.0	346.0	14.0	257.0	545.0	1837.0	1906.0	186.0	427.0	2007	1275
1477	20071276	39.0	21.0	5.0	457.0	191.0	770.0	1673.0	462.0	747.0	158.0	639.0	463.0	12.0	390.0	554.0	1971.0	2115.0	180.0	489.0	2007	1276
1478	20071277	54.0	22.0	5.0	528.0	159.0	781.0	1618.0	456.0	762.0	170.0	639.0	454.0	11.0	379.0	605.0	1871.0	2148.0	169.0	496.0	2007	1277
1479	20071278	8.0	9.0	1.0	396.0	152.0	712.0	1613.0	515.0	696.0	182.0	448.0	306.0	22.0	272.0	521.0	2053.0	1880.0	150.0	456.0	2007	1278
1480	20071279	17.0	20.0	6.0	459.0	108.0	727.0	1987.0	636.0	877.0	221.0	526.0	370.0	12.0	418.0	549.0	2208.0	2345.0	226.0	369.0	2007	1279
1481	20071280	27.0	18.0	7.0	448.0	199.0	808.0	1808.0	673.0	831.0	242.0	694.0	457.0	13.0	387.0	533.0	2129.0	2361.0	209.0	434.0	2007	1280
1482	20071281	16.0	18.0	5.0	466.0	91.0	699.0	1827.0	658.0	841.0	245.0	580.0	401.0	12.0	346.0	615.0	2156.0	2328.0	302.0	448.0	2007	1281
1483	20071282	0.0	11.0	4.0	350.0	72.0	598.0	1764.0	690.0	740.0	245.0	536.0	398.0	19.0	352.0	547.0	2262.0	2123.0	191.0	351.0	2007	1282
1484	20071283	15.0	21.0	7.0	503.0	97.0	742.0	1672.0	578.0	789.0	229.0	680.0	474.0	10.0	326.0	573.0	2020.0	2281.0	239.0	403.0	2007	1283
1485	20071284	0.0	12.0	3.0	412.0	153.0	643.0	1513.0	548.0	704.0	189.0	519.0	341.0	18.0	259.0	510.0	2028.0	1938.0	194.0	458.0	2007	1284
1486	20071285	2.0	15.0	6.0	447.0	96.0	640.0	1662.0	660.0	760.0	239.0	567.0	376.0	15.0	348.0	572.0	2121.0	2135.0	171.0	390.0	2007	1285
1487	20071286	2.0	9.0	4.0	386.0	91.0	631.0	1568.0	651.0	651.0	211.0	521.0	346.0	19.0	345.0	620.0	2050.0	1859.0	151.0	446.0	2007	1286
1488	20071287	0.0	10.0	2.0	410.0	49.0	576.0	1500.0	539.0	647.0	168.0	463.0	304.0	18.0	332.0	537.0	1839.0	1766.0	157.0	398.0	2007	1287
1489	20071288	0.0	13.0	5.0	386.0	105.0	683.0	1699.0	453.0	777.0	149.0	643.0	405.0	18.0	402.0	663.0	2179.0	2108.0	183.0	503.0	2007	1288
1490	20071290	1.0	18.0	9.0	358.0	142.0	785.0	1713.0	501.0	696.0	162.0	704.0	459.0	15.0	397.0	570.0	2049.0	2013.0	190.0	524.0	2007	1290
1491	20071291	0.0	11.0	3.0	364.0	83.0	642.0	1752.0	475.0	757.0	152.0	522.0	356.0	20.0	362.0	644.0	2120.0	2022.0	240.0	458.0	2007	1291
1492	20071292	2.0	14.0	4.0	390.0	88.0	725.0	1578.0	418.0	725.0	141.0	494.0	344.0	17.0	272.0	622.0	1993.0	1935.0	121.0	436.0	2007	1292
